timestamp,actiondata,latitude,longitude,xp,yp,roll,pitch,yaw,angular_velx,angular_vely,angular_velz
788000000,"[1000, 1000, 1000, 1000]",-33.72246792864276,150.67442015073007,39.75,34.13,0.09,0.82,16.31,-0.0045000000000000005,-0.01225,0.035250000000000004
812000000,"[1000, 1000, 1000, 1000]",-33.722467526578335,150.67442234769362,39.96,34.18,0.05,0.78,16.39,-0.00925,-0.00975,0.015
856000000,"[1000, 1000, 1000, 1000]",-33.72246715472877,150.67442437236429,40.14,34.22,0.02,0.72,16.46,-0.01,-0.029500000000000002,0.027
932000000,"[1000, 1000, 1000, 1000]",-33.722466751805015,150.67442656401417,40.35,34.26,0.01,0.65,16.53,0.00725,-0.017750000000000002,0.02825
968000000,"[1000, 1000, 1000, 1000]",-33.72246637965995,150.6744285867833,40.53,34.3,0.01,0.58,16.62,-0.005,-0.025500000000000002,0.025750000000000002
32000000,"[1000, 1000, 1000, 1000]",-33.72246597529315,150.6744307788688,40.74,34.35,0.02,0.54,16.66,0.01925,-0.00975,0.02325
80000000,"[1000, 1000, 1000, 1000]",-33.7224655995314,150.6744328037018,40.92,34.39,0.05,0.47,16.73,0.0095,-0.00175,0.0225
112000000,"[1000, 1000, 1000, 1000]",-33.722465188080065,150.67443499930673,41.13,34.44,0.07,0.44,16.79,-0.002,-0.0205,0.00975
200000000,"[1000, 1000, 1000, 1000]",-33.722464803037454,150.6744370282927,41.32,34.48,0.08,0.43,16.85,0.0105,0.00775,0.01575
228000000,"[1000, 1000, 1000, 1000]",-33.72246437958796,150.67443922915703,41.52,34.53,0.07,0.43,16.9,-0.003,0.0025,0.02625
296000000,"[1000, 1000, 1000, 1000]",-33.72246398307709,150.67444126344205,41.71,34.57,0.05,0.46,16.96,-0.00775,0.00625,0.024
328000000,"[1000, 1000, 1000, 1000]",-33.72246354843202,150.6744434700399,41.91,34.62,0.03,0.5,17.0,-0.006500000000000001,0.02875,0.01675
400000000,"[1000, 1000, 1000, 1000]",-33.7224631438786,150.67444550895587,42.1,34.66,-0.01,0.58,17.06,-0.010750000000000001,0.03025,0.010750000000000001
428000000,"[1000, 1000, 1000, 1000]",-33.72246270357606,150.6744477189664,42.31,34.71,-0.03,0.63,17.09,-0.0235,0.03475,0.015
472000000,"[309, -309, 309, -309]",-33.72246229693736,150.67444973305905,42.49,34.76,-0.04,0.72,17.11,0.01625,0.06675,-0.029500000000000002
548000000,"[1000, 1000, 1000, 1000]",-33.722461846364915,150.67445174404918,42.68,34.81,-0.02,0.97,16.77,-0.0085,0.12375,-0.215
596000000,"[1000, 1000, 1000, 1000]",-33.72246141443644,150.67445353852054,42.85,34.85,-0.02,1.32,16.05,-0.01325,0.10350000000000001,-0.23500000000000001
620000000,"[1000, 1000, 1000, 1000]",-33.72246094388077,150.67445550879228,43.03,34.91,-0.03,1.51,15.41,-0.00775,0.0425,-0.23475000000000001
692000000,"[1000, 1000, 1000, 1000]",-33.722460509909396,150.6744573414095,43.2,34.96,-0.04,1.56,14.77,-0.0175,-0.011,-0.20375000000000001
724000000,"[1000, 1000, 1000, 1000]",-33.72246004132886,150.67445933587396,43.38,35.01,-0.05,1.47,14.2,0.01025,-0.041,-0.20400000000000001
796000000,"[1000, 1000, 1000, 1000]",-33.7224596101754,150.67446118462172,43.56,35.05,-0.06,1.23,13.55,0.005,-0.07925,-0.19275
820000000,"[1000, 1000, 1000, 1000]",-33.722459143768056,150.67446319872312,43.74,35.11,-0.06,0.94,13.01,0.0115,-0.0975,-0.1915
872000000,"[1000, 1000, 1000, 1000]",-33.7224587128739,150.6744650726934,43.92,35.15,-0.07,0.67,12.55,0.005,-0.069,-0.17375000000000002
952000000,"[1000, 1000, 1000, 1000]",-33.722458244745816,150.6744671238416,44.11,35.21,-0.07,0.45,12.18,0.00275,-0.08525,-0.161
992000000,"[1000, 1000, 1000, 1000]",-33.722457810978966,150.67446903996085,44.28,35.25,-0.08,0.23,11.73,-0.00575,-0.047,-0.15675
20000000,"[1000, 1000, 1000, 1000]",-33.722457339375616,150.67447114215895,44.48,35.31,-0.09,0.07,11.24,0.01175,-0.02875,-0.12825
104000000,"[1000, 1000, 1000, 1000]",-33.722456903040005,150.6744731067407,44.66,35.36,-0.1,0.03,10.93,0.00425,-0.01675,-0.14350000000000002
132000000,"[1000, 1000, 1000, 1000]",-33.72245643021336,150.67447525911732,44.86,35.41,-0.12,0.04,10.57,0.0045000000000000005,0.01675,-0.12675
180000000,"[0, 0, 0, 0]",-33.722455997438274,150.67447725372463,45.04,35.46,-0.13,0.12,10.21,-0.001,0.0565,-0.12925
248000000,"[0, 0, 0, 0]",-33.722455554417884,150.67447928805998,45.23,35.5,-0.12,0.4,9.89,0.007,0.14725,-0.123
284000000,"[0, 0, 0, 0]",-33.722455167868986,150.6744810349126,45.4,35.55,-0.11,0.8,9.64,-0.007,0.1895,-0.11525
316000000,"[0, 0, 0, 0]",-33.72245477090982,150.6744827964738,45.56,35.59,-0.12,1.55,9.28,-0.0175,0.232,-0.106
396000000,"[1000, 1000, 1000, 1000]",-33.72245442364401,150.67448430541447,45.7,35.63,-0.13,2.24,8.99,-0.004,0.226,-0.10300000000000001
424000000,"[1000, 1000, 1000, 1000]",-33.72245405046071,150.6744859226241,45.85,35.67,-0.17,2.71,8.73,-0.00575,0.133,-0.089
472000000,"[1000, 1000, 1000, 1000]",-33.72245370618518,150.67448745526454,45.99,35.71,-0.21,2.87,8.47,-0.012,0.005,-0.07775
548000000,"[200, 200, 200, 200]",-33.72245333754169,150.6744891365753,46.15,35.75,-0.23,2.63,8.18,0.003,-0.1075,-0.0885
580000000,"[200, 200, 200, 200]",-33.722453011152886,150.67449062750862,46.28,35.79,-0.23,2.44,8.05,0.01325,-0.11925000000000001,-0.08125
612000000,"[200, 200, 200, 200]",-33.72245267549437,150.6744921448554,46.42,35.82,-0.22,2.02,7.79,0.00975,-0.10725,-0.0795
688000000,"[1000, 1000, 1000, 1000]",-33.72245237031566,150.67449354588481,46.55,35.86,-0.19,1.61,7.58,0.014750000000000001,-0.16325,-0.0635
716000000,"[1000, 1000, 1000, 1000]",-33.72245203426314,150.67449514025031,46.7,35.9,-0.16,0.98,7.35,0.00775,-0.19975,-0.075
760000000,"[1000, 1000, 1000, 1000]",-33.72245171769534,150.67449668274907,46.85,35.93,-0.15,0.66,7.24,-0.00075,-0.2005,-0.05675
856000000,"[1000, 1000, 1000, 1000]",-33.722451367040065,150.67449843202704,47.01,35.97,-0.14,-0.0,7.03,-0.0045000000000000005,-0.16325,-0.069
816000000,"[1000, 1000, 1000, 1000]",-33.72245103645888,150.67450012026774,47.16,36.01,-0.16,-0.38,6.89,-0.011,-0.14100000000000001,-0.04
924000000,"[1000, 1000, 1000, 1000]",-33.722450672136105,150.67450202900258,47.34,36.05,-0.2,-0.84,6.66,-0.01525,-0.06725,-0.056
972000000,"[1000, 1000, 1000, 1000]",-33.72245033193562,150.67450386283403,47.51,36.08,-0.23,-0.94,6.54,-0.02225,-0.0055,-0.038
44000000,"[1000, 1000, 1000, 1000]",-33.72244996146696,150.67450592279576,47.7,36.13,-0.26,-0.88,6.36,-0.00725,0.0635,-0.035
80000000,"[1000, 1000, 1000, 1000]",-33.72244961968086,150.67450788499946,47.88,36.16,-0.27,-0.77,6.29,-0.01,0.081,-0.0565
144000000,"[1000, 1000, 1000, 1000]",-33.72244925131844,150.6745100654349,48.09,36.2,-0.27,-0.38,6.13,-0.001,0.13275,-0.04275
192000000,"[1000, 1000, 1000, 1000]",-33.722448913975036,150.6745121164041,48.28,36.24,-0.26,-0.05,6.02,-0.00825,0.15,-0.05325
220000000,"[1000, 1000, 1000, 1000]",-33.72244855177863,150.67451436476762,48.48,36.28,-0.24,0.5,5.88,0.00275,0.16675,-0.0455
268000000,"[1000, 1000, 1000, 1000]",-33.72244822035304,150.67451645127278,48.68,36.32,-0.22,0.86,5.78,0.0185,0.1655,-0.029
344000000,"[1000, 1000, 1000, 1000]",-33.722447864232656,150.67451871037332,48.89,36.36,-0.19,1.4,5.63,0.0035,0.11825000000000001,-0.0505
376000000,"[1000, 1000, 1000, 1000]",-33.72244753818692,150.67452078499872,49.08,36.39,-0.19,1.61,5.54,-0.01425,0.08525,-0.04775
452000000,"[1000, 1000, 1000, 1000]",-33.72244718825022,150.67452301379657,49.29,36.43,-0.2,1.77,5.42,0.00675,0.00975,-0.029750000000000002
412000000,"[1000, 1000, 1000, 1000]",-33.72244686894304,150.6745250508564,49.47,36.47,-0.22,1.78,5.35,-0.01,0.0015,-0.04025
520000000,"[1000, 1000, 1000, 1000]",-33.72244652798953,150.67452723603344,49.68,36.51,-0.24,1.68,5.26,0.001,-0.05375,-0.0375
568000000,"[1000, 1000, 1000, 1000]",-33.7224462185684,150.67452923646536,49.86,36.54,-0.26,1.46,5.17,-0.00375,-0.07525,-0.019
640000000,"[1000, 1000, 1000, 1000]",-33.722445889478365,150.67453139172,50.06,36.58,-0.27,1.2,5.09,-0.00625,-0.093,-0.0365
676000000,"[1000, 1000, 1000, 1000]",-33.722445591127006,150.67453337696708,50.25,36.61,-0.27,0.88,5.0,0.0025,-0.09025,-0.0395
740000000,"[1000, 1000, 1000, 1000]",-33.72244527292329,150.67453553078948,50.45,36.65,-0.25,0.6,4.93,-0.00575,-0.0895,-0.036000000000000004
788000000,"[1000, 1000, 1000, 1000]",-33.72244498265326,150.67453752806884,50.63,36.68,-0.23,0.32,4.85,0.003,-0.0785,-0.03025
812000000,"[1000, 1000, 1000, 1000]",-33.72244467052525,150.67453970712901,50.83,36.71,-0.22,0.14,4.78,0.014750000000000001,-0.038,-0.03675
860000000,"[1000, 1000, 1000, 1000]",-33.72244438350219,150.6745417358768,51.02,36.74,-0.2,0.02,4.71,0.00625,-0.011,-0.02925
916000000,"[1000, 1000, 1000, 1000]",-33.722444073093975,150.6745439538013,51.23,36.78,-0.19,0.0,4.65,0.009000000000000001,0.0055,-0.0235
996000000,"[1000, 1000, 1000, 1000]",-33.722443787064016,150.6745460189957,51.42,36.81,-0.2,0.08,4.58,-0.0022500000000000003,0.045,-0.032
20000000,"[1000, 1000, 1000, 1000]",-33.72244347838202,150.67454827292352,51.63,36.84,-0.21,0.2,4.53,-0.016,0.077,-0.01125
64000000,"[1000, 1000, 1000, 1000]",-33.72244319550657,150.67455036496617,51.82,36.88,-0.22,0.39,4.47,-0.006500000000000001,0.069,-0.01625
132000000,"[1000, 1000, 1000, 1000]",-33.722442892501405,150.67455263853643,52.03,36.91,-0.24,0.59,4.41,-0.0035,0.0765,-0.02725
168000000,"[1000, 1000, 1000, 1000]",-33.72244261690209,150.67455473883683,52.23,36.94,-0.24,0.84,4.35,-0.004,0.08575,-0.01925
236000000,"[1000, 1000, 1000, 1000]",-33.72244232336369,150.67455701064986,52.44,36.97,-0.24,0.98,4.31,-0.0025,0.06425,0.001
288000000,"[1000, 1000, 1000, 1000]",-33.72244205708663,150.67455910050137,52.63,37.0,-0.22,1.15,4.25,-0.0115,0.056,-0.0035
316000000,"[1000, 1000, 1000, 1000]",-33.72244177324812,150.6745613535617,52.84,37.03,-0.21,1.21,4.21,-0.00525,0.022,-0.017750000000000002
396000000,"[1000, 1000, 1000, 1000]",-33.72244151484559,150.67456342175072,53.03,37.06,-0.19,1.24,4.16,0.0155,0.006,-0.0245
428000000,"[1000, 1000, 1000, 1000]",-33.72244123801808,150.67456564974577,53.24,37.09,-0.18,1.2,4.12,0.010750000000000001,-0.0045000000000000005,-0.01125
512000000,"[1000, 1000, 1000, 1000]",-33.72244098480422,150.67456769613284,53.43,37.12,-0.17,1.11,4.08,-0.00675,-0.04275,-0.02625
540000000,"[1000, 1000, 1000, 1000]",-33.72244071271816,150.67456990474247,53.63,37.15,-0.17,0.99,4.04,0.0165,-0.0385,-0.0175
584000000,"[1000, 1000, 1000, 1000]",-33.722440463680215,150.6745719390309,53.82,37.18,-0.17,0.84,4.0,-0.0032500000000000003,-0.043500000000000004,-0.02775
616000000,"[1000, 1000, 1000, 1000]",-33.722440196506874,150.674574142003,54.02,37.21,-0.18,0.7,3.96,0.006,-0.04475,0.008
692000000,"[1000, 1000, 1000, 1000]",-33.72243995266577,150.67457617817468,54.21,37.24,-0.18,0.55,3.92,-0.0245,-0.032,-0.011
724000000,"[1000, 1000, 1000, 1000]",-33.722439691816035,150.67457839015916,54.42,37.26,-0.19,0.45,3.89,-0.00825,-0.04225,-0.021500000000000002
796000000,"[1000, 1000, 1000, 1000]",-33.72243945414064,150.67458043976504,54.61,37.29,-0.18,0.38,3.85,0.0015,-0.00375,-0.03225
824000000,"[1000, 1000, 1000, 1000]",-33.72243919979895,150.67458266983854,54.82,37.32,-0.17,0.35,3.82,-0.0025,0.014,-0.00975
872000000,"[1000, 1000, 1000, 1000]",-33.72243896751078,150.67458473735445,55.01,37.34,-0.15,0.38,3.78,0.0005,0.03225,-0.0115
912000000,"[1000, 1000, 1000, 1000]",-33.7224387180179,150.6745869858499,55.22,37.37,-0.14,0.42,3.76,0.017750000000000002,0.0285,-0.0155
996000000,"[1000, 1000, 1000, 1000]",-33.72243848928898,150.67458906762573,55.41,37.4,-0.12,0.51,3.72,0.00425,0.04675,0.00275
24000000,"[1000, 1000, 1000, 1000]",-33.72243824296923,150.67459132705045,55.62,37.42,-0.11,0.61,3.7,0.00975,0.056,-0.00775
100000000,"[1000, 1000, 1000, 1000]",-33.722438017016614,150.67459341395616,55.81,37.45,-0.11,0.72,3.67,0.00625,0.05025,-0.006
132000000,"[1000, 1000, 1000, 1000]",-33.72243777412583,150.6745956734117,56.02,37.48,-0.11,0.81,3.64,0.01825,0.03925,-0.007
184000000,"[1000, 1000, 1000, 1000]",-33.72243755214301,150.67459775571004,56.21,37.5,-0.11,0.9,3.61,0.004,0.02775,-0.007
212000000,"[1000, 1000, 1000, 1000]",-33.72243731462049,150.6746000062138,56.42,37.53,-0.11,0.94,3.58,0.001,0.02275,-0.0165
296000000,"[1000, 1000, 1000, 1000]",-33.72243709846226,150.67460207787585,56.61,37.55,-0.11,0.95,3.56,0.007,-0.004,-0.007
320000000,"[1000, 1000, 1000, 1000]",-33.722436867777645,150.67460431587838,56.82,37.58,-0.11,0.94,3.54,0.011,-0.0085,-0.02325
368000000,"[1000, 1000, 1000, 1000]",-33.72243665790271,150.6746063765103,57.01,37.6,-0.09,0.9,3.51,0.0135,0.009000000000000001,-0.01975
444000000,"[1000, 1000, 1000, 1000]",-33.7224364334305,150.6746086044959,57.22,37.63,-0.08,0.84,3.49,0.00875,-0.019,-0.01025
488000000,"[1000, 1000, 1000, 1000]",-33.722436228388325,150.67461065860226,57.41,37.65,-0.06,0.76,3.46,0.00725,-0.0105,-0.00425
516000000,"[1000, 1000, 1000, 1000]",-33.722436008056334,150.67461288307905,57.62,37.67,-0.05,0.67,3.44,0.01875,-0.03375,-0.016
596000000,"[-1000, 1000, -1000, 1000]",-33.72243580721,150.67461493624592,57.81,37.7,-0.04,0.62,3.42,-0.00475,-0.00425,-0.0035
620000000,"[-1000, 1000, -1000, 1000]",-33.7224357105271,150.67461705616145,58.0,37.71,-0.01,0.67,4.01,0.017750000000000002,0.0495,0.42925
668000000,"[1000, 1000, 1000, 1000]",-33.722435736294635,150.67461892433016,58.18,37.7,0.01,0.93,5.89,0.006500000000000001,0.094,0.669
744000000,"[1000, 1000, 1000, 1000]",-33.722435744669156,150.67462098345777,58.37,37.7,0.01,1.14,8.08,-0.00275,0.043000000000000003,0.606
784000000,"[1000, 1000, 1000, 1000]",-33.7224357317818,150.67462291069864,58.54,37.7,0.01,1.2,9.42,-0.00675,0.01,0.556
848000000,"[1000, 1000, 1000, 1000]",-33.72243569855173,150.67462501827924,58.74,37.71,0.0,1.19,10.92,-0.00275,0.0022500000000000003,0.5215
884000000,"[1000, 1000, 1000, 1000]",-33.72243565208538,150.67462697816995,58.92,37.71,0.0,1.09,12.43,-0.016,-0.041,0.47350000000000003
932000000,"[1000, 1000, 1000, 1000]",-33.7224355856755,150.67462911638387,59.12,37.72,0.01,0.9,14.03,0.0095,-0.04225,0.4395
980000000,"[1000, 1000, 1000, 1000]",-33.72243550937218,150.6746311052224,59.3,37.73,0.02,0.79,14.74,0.005,-0.05575,0.42625
8000000,"[1000, 1000, 1000, 1000]",-33.722435409290654,150.67463327807639,59.51,37.74,0.05,0.52,16.42,-0.010750000000000001,-0.055,0.38
84000000,"[1000, 1000, 1000, 1000]",-33.72243529927443,150.67463530182565,59.69,37.75,0.08,0.39,17.28,-0.0032500000000000003,-0.0455,0.36325
152000000,"[1000, 1000, 1000, 1000]",-33.72243515920636,150.67463751382934,59.9,37.77,0.1,0.27,18.25,0.010750000000000001,-0.03925,0.34825
196000000,"[1000, 1000, 1000, 1000]",-33.72243500936785,150.67463957268455,60.09,37.78,0.13,0.2,19.24,0.00725,-0.01575,0.30925
220000000,"[1000, 1000, 1000, 1000]",-33.72243482400712,150.67464181933687,60.3,37.8,0.15,0.17,20.1,-0.00775,-0.0005,0.29475
268000000,"[1000, 1000, 1000, 1000]",-33.72243463156785,150.6746439057071,60.49,37.83,0.16,0.18,20.97,0.0,0.01575,0.29525
344000000,"[1000, 1000, 1000, 1000]",-33.722434400496596,150.67464617668867,60.7,37.85,0.16,0.23,21.73,-0.00575,0.023,0.25775
380000000,"[1000, 1000, 1000, 1000]",-33.72243416719015,150.67464828046005,60.9,37.88,0.16,0.31,22.5,-0.0035,0.0505,0.2515
444000000,"[1000, 1000, 1000, 1000]",-33.72243389391523,150.674650565121,61.11,37.91,0.15,0.4,23.16,0.01,0.0285,0.23950000000000002
492000000,"[1000, 1000, 1000, 1000]",-33.72243362377088,150.67465267699592,61.3,37.94,0.15,0.48,23.69,-0.005,0.04275,0.224
516000000,"[1000, 1000, 1000, 1000]",-33.72243331280285,150.6746549655795,61.52,37.97,0.16,0.6,24.44,-0.00875,0.035500000000000004,0.18775
564000000,"[1000, 1000, 1000, 1000]",-33.72243300966077,150.67465707642137,61.71,38.01,0.17,0.68,24.92,-0.00675,0.02475,0.18825
636000000,"[1000, 1000, 1000, 1000]",-33.722432664550226,150.67465935860875,61.92,38.04,0.19,0.78,25.59,0.00675,0.033,0.17825
672000000,"[1000, 1000, 1000, 1000]",-33.72243233109554,150.67466145869759,62.12,38.08,0.2,0.84,26.21,0.0055,0.02725,0.18275
744000000,"[-1000, 1000, -1000, 1000]",-33.72243195870444,150.6746637232019,62.33,38.12,0.22,0.85,26.74,0.00775,0.01725,0.23950000000000002
788000000,"[-1000, 1000, -1000, 1000]",-33.722431739596836,150.67466576462098,62.52,38.15,0.25,0.96,27.81,0.00075,0.08725000000000001,0.6305000000000001
856000000,"[1000, 1000, 1000, 1000]",-33.72243158984015,150.67466794566582,62.72,38.16,0.27,1.15,29.88,-0.008,0.05675,0.7352500000000001
808000000,"[1000, 1000, 1000, 1000]",-33.72243140317619,150.67466996806903,62.91,38.18,0.27,1.24,31.99,-0.0235,0.003,0.681
948000000,"[1000, 1000, 1000, 1000]",-33.72243115343784,150.6746721621127,63.11,38.21,0.26,1.2,33.78,-0.00625,-0.017750000000000002,0.63775
984000000,"[1000, 1000, 1000, 1000]",-33.72243088193555,150.67467418781,63.3,38.24,0.25,1.03,35.56,-0.00675,-0.059250000000000004,0.553
56000000,"[1000, 1000, 1000, 1000]",-33.72243054426524,150.6746763838656,63.5,38.28,0.23,0.8,37.09,-0.01925,-0.09175,0.5357500000000001
8000000,"[1000, 1000, 1000, 1000]",-33.72243019133804,150.67467841517035,63.69,38.32,0.23,0.52,38.63,-0.001,-0.08725000000000001,0.502
124000000,"[1000, 1000, 1000, 1000]",-33.72242976192517,150.67468062339194,63.89,38.37,0.23,0.26,39.95,0.0015,-0.06175,0.4675
172000000,"[1000, 1000, 1000, 1000]",-33.722429319624844,150.674682670299,64.08,38.41,0.25,0.02,41.28,0.02,-0.06075,0.42225
232000000,"[1000, 1000, 1000, 1000]",-33.72242878854066,150.67468489644426,64.29,38.47,0.28,-0.13,42.43,0.00175,-0.0375,0.41300000000000003
272000000,"[1000, 1000, 1000, 1000]",-33.722428249501625,150.67468695678318,64.48,38.53,0.31,-0.21,43.6,0.0335,-0.014750000000000001,0.38
348000000,"[1000, 1000, 1000, 1000]",-33.72242761319871,150.67468919023563,64.69,38.6,0.33,-0.22,44.61,-0.00125,0.014750000000000001,0.35125
392000000,"[1000, 1000, 1000, 1000]",-33.72242697931019,150.67469124853181,64.88,38.67,0.35,-0.14,45.79,0.00125,0.02925,0.3325
416000000,"[1000, 1000, 1000, 1000]",-33.72242624531497,150.6746934696795,65.08,38.76,0.35,-0.06,46.53,-0.008,0.0555,0.31625000000000003
464000000,"[1000, 1000, 1000, 1000]",-33.72242552756511,150.67469550813277,65.27,38.84,0.34,0.08,47.44,-0.0055,0.058750000000000004,0.2975
536000000,"[1000, 1000, 1000, 1000]",-33.72242471049857,150.67469770044252,65.48,38.93,0.32,0.21,48.23,-0.00975,0.0465,0.269
568000000,"[1000, 1000, 1000, 1000]",-33.72242392339261,150.67469970737196,65.66,39.01,0.3,0.36,49.04,-0.01425,0.05225,0.27675
644000000,"[1000, 1000, 1000, 1000]",-33.72242303872649,150.67470186194598,65.86,39.11,0.28,0.48,49.75,-0.0045000000000000005,0.0565,0.2535
692000000,"[1000, 1000, 1000, 1000]",-33.72242219549846,150.67470383165474,66.04,39.2,0.27,0.59,50.47,0.008,0.03625,0.23900000000000002
720000000,"[1000, 1000, 1000, 1000]",-33.72242125589812,150.67470594359474,66.24,39.31,0.26,0.67,51.11,0.00175,0.025750000000000002,0.2155
764000000,"[1000, 1000, 1000, 1000]",-33.722420366474694,150.67470787162398,66.42,39.41,0.27,0.72,51.76,0.0045000000000000005,0.010750000000000001,0.21425
832000000,"[1000, 1000, 1000, 1000]",-33.72241938070478,150.674709935647,66.61,39.52,0.28,0.72,52.33,0.016,-0.00025,0.20775000000000002
868000000,"[1000, 1000, 1000, 1000]",-33.72241845131723,150.6747118170605,66.78,39.62,0.29,0.69,53.0,-0.01225,-0.0145,0.1985
940000000,"[1000, 1000, 1000, 1000]",-33.72241742405375,150.67471382889542,66.97,39.73,0.29,0.64,53.34,-0.006,-0.02725,0.192
984000000,"[-811, 811, -811, 811]",-33.72241647073323,150.67471566426164,67.14,39.84,0.29,0.53,53.97,0.01325,-0.021750000000000002,0.247
32000000,"[-317, 317, -317, 317]",-33.72241558445355,150.67471766050326,67.33,39.94,0.31,0.58,55.24,-0.0175,0.0625,0.635
112000000,"[1000, 1000, 1000, 1000]",-33.72241484482107,150.67471947096382,67.49,40.02,0.3,0.79,57.29,-0.01,0.077,0.67525
144000000,"[1000, 1000, 1000, 1000]",-33.72241398359117,150.67472141090016,67.67,40.12,0.28,0.91,59.1,-0.03425,0.0225,0.635
192000000,"[1000, 1000, 1000, 1000]",-33.72241313229005,150.67472318280122,67.84,40.21,0.24,0.9,60.91,-0.03025,-0.035750000000000004,0.58675
224000000,"[1000, 1000, 1000, 1000]",-33.722412154666614,150.67472508012384,68.01,40.32,0.21,0.79,62.45,-0.0195,-0.05325,0.54525
300000000,"[1000, 1000, 1000, 1000]",-33.72241120301063,150.67472681091272,68.17,40.42,0.19,0.59,64.01,-0.0085,-0.0725,0.50025
328000000,"[1000, 1000, 1000, 1000]",-33.722410118389725,150.67472866402403,68.35,40.54,0.18,0.37,65.35,-0.01725,-0.06775,0.46
368000000,"[1000, 1000, 1000, 1000]",-33.72240906646273,150.67473035419522,68.5,40.66,0.19,0.1,66.9,-0.003,-0.05775,0.42775
444000000,"[1000, 1000, 1000, 1000]",-33.72240787088681,150.67473216182623,68.67,40.79,0.2,-0.09,68.15,0.0145,-0.055,0.3965
484000000,"[1000, 1000, 1000, 1000]",-33.722406715780664,150.67473380670998,68.82,40.92,0.21,-0.2,69.05,-0.0055,-0.0185,0.3835
516000000,"[1000, 1000, 1000, 1000]",-33.7224054104016,150.67473556006,68.99,41.07,0.22,-0.28,70.08,0.00725,-0.004,0.35175
592000000,"[1000, 1000, 1000, 1000]",-33.72240415844194,150.67473714951393,69.13,41.21,0.22,-0.3,71.12,0.00025,0.00625,0.34825
624000000,"[1000, 1000, 1000, 1000]",-33.72240275536273,150.67473883759803,69.29,41.36,0.21,-0.27,72.03,-0.00875,0.0125,0.31175
668000000,"[0, 0, 0, 0]",-33.72240145542846,150.67474035308445,69.43,41.51,0.2,-0.16,72.96,0.01125,0.09125,0.30725
748000000,"[0, 0, 0, 0]",-33.72240034559551,150.6747411550004,69.5,41.63,0.18,0.19,73.4,-0.009000000000000001,0.17075,-0.02325
784000000,"[513, -513, 513, -513]",-33.72239947900373,150.67474141373677,69.53,41.72,0.09,0.73,73.31,-0.026000000000000002,0.18425,-0.068
816000000,"[725, -725, 725, -725]",-33.7223985675068,150.67474150842168,69.54,41.83,-0.19,1.38,72.36,-0.095,0.185,-0.47975
896000000,"[999, -999, 999, -999]",-33.722397741115444,150.67474142598948,69.53,41.92,-0.41,1.78,70.93,-0.057,0.17,-0.7305
920000000,"[999, -999, 999, -999]",-33.72239684871469,150.67474118283909,69.51,42.02,-0.65,2.15,68.33,-0.033,0.1395,-1.1187500000000001
968000000,"[254, -254, 254, -254]",-33.72239602249537,150.67474086574927,69.48,42.11,-0.8,2.39,64.47,0.017,0.07925,-1.29475
40000000,"[0, 0, 0, 0]",-33.7223951660312,150.67474055393447,69.45,42.2,-0.82,2.45,61.03,0.08975,0.0305,-1.19175
88000000,"[0, 0, 0, 0]",-33.72239443673732,150.67474032678206,69.43,42.28,-0.61,2.38,57.68,0.145,-0.022,-1.07175
136000000,"[0, 0, 0, 0]",-33.7223937060023,150.6747399673139,69.39,42.36,-0.28,2.19,55.15,0.166,-0.076,-0.724
176000000,"[0, 0, 0, 0]",-33.722393077121254,150.67473950240745,69.35,42.43,0.21,1.88,52.99,0.17250000000000001,-0.08875,-0.5645
220000000,"[-1000, 1000, -1000, 1000]",-33.72239243517562,150.67473901856602,69.31,42.51,0.51,1.59,51.61,0.06325,-0.124,-0.2575
256000000,"[-1000, 1000, -1000, 1000]",-33.72239193162006,150.6747387097303,69.28,42.56,0.57,1.41,51.46,0.0085,-0.10875,0.01925
364000000,"[0, 0, 0, 0]",-33.722391424027364,150.67473843379275,69.25,42.62,0.34,0.97,52.28,-0.10325000000000001,-0.09075,0.19925
320000000,"[0, 0, 0, 0]",-33.722390949304575,150.67473816988868,69.23,42.67,0.07,0.77,52.75,-0.1315,-0.064,0.19875
436000000,"[0, 0, 0, 0]",-33.72239043636716,150.6747378938519,69.2,42.73,-0.29,0.6,53.28,-0.1265,-0.043500000000000004,0.17675
480000000,"[0, 0, 0, 0]",-33.722389972091136,150.67473766572147,69.18,42.78,-0.56,0.53,53.69,-0.09825,-0.0125,0.17275000000000001
544000000,"[0, 0, 0, 0]",-33.72238948560511,150.6747374612027,69.16,42.83,-0.78,0.53,54.28,-0.03325,0.0135,0.16375
576000000,"[0, 0, 0, 0]",-33.72238905403394,150.6747373156577,69.15,42.88,-0.75,0.65,54.75,0.045,0.0545,0.15175
648000000,"[1000, 1000, 1000, 1000]",-33.722388562346964,150.67473723054513,69.14,42.94,-0.58,0.79,55.15,0.06725,0.0625,0.1495
692000000,"[1000, 1000, 1000, 1000]",-33.72238800361541,150.67473727738394,69.14,43.0,-0.39,0.8,55.45,0.07525,-0.02375,0.1255
720000000,"[1000, 1000, 1000, 1000]",-33.722387272018324,150.67473745409342,69.16,43.08,-0.05,0.53,55.92,0.0745,-0.06625,0.10375000000000001
768000000,"[1000, 1000, 1000, 1000]",-33.722386478528136,150.67473771686403,69.19,43.17,0.07,0.29,56.14,0.043000000000000003,-0.1115,0.09725
