eX,eY,eYAW,eVx,eVy,iEX,iEY,iEYAW,iEVx,iEVy,dEX,dEY,dEYAW,dEVx,dEVy
-28.265350373564786, -6.196178435988855, -2.040227324521978, -1.7907776162667124, 3.734107345597561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.265350373564786, -6.196178435988855, -2.040227324521978, -1.7907776162667124, 3.734107345597561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.35349621500572, -5.920630556320869, -2.044029777603572, -1.3497824912235359, 3.5005349146362095, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08814584144093374, 0.275547879667986, -0.0038024530815938817, 0.4409951250431765, -0.2335724309613516
-28.35349621500572, -5.920630556320869, -2.044029777603572, -1.3497824912235359, 3.5005349146362095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.35349621500572, -5.920630556320869, -2.044029777603572, -1.3497824912235359, 3.5005349146362095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, -0.013017590540862045, 0.062686521207592, -0.0022103838014864152, 0.007740816751165003, 0.002974983477415538
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.36651380554658, -5.857944035113277, -2.0462401614050583, -1.3420416744723709, 3.503509898113625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.37495709416208, -5.816908431739753, -2.0476865672020415, -1.336972775377337, 3.505447369466638, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008443288615499256, 0.04103560337352441, -0.0014464057969831856, 0.00506889909503383, 0.0019374713530129206
-28.37495709416208, -5.816908431739753, -2.0476865672020415, -1.336972775377337, 3.505447369466638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, -0.020301981551696713, 0.09992707599979767, -0.0035204013491578756, 0.012348840853049214, 0.00468494916269524
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.395259075713778, -5.716981355739955, -2.0512069685511993, -1.3246239345242878, 3.510132318629333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08165431066379014, 0.35724338053122295, -0.006635495968460248, 0.47184126346510835, -0.2658577467927401
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.476913386377568, -5.359737975208732, -2.0578424645196596, -0.8527826710591795, 3.244274571836593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.511642732518176, -5.127585574502909, -2.0609712102447038, -0.3770728556374643, 2.9797769103872795, 0.0, 0.0, 0.0, 0.0, 0.0, -0.034729346140608186, 0.23215240070582333, -0.0031287457250441797, 0.4757098154217152, -0.2644976614493135
-28.511642732518176, -5.127585574502909, -2.0609712102447038, -0.3770728556374643, 2.9797769103872795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.511642732518176, -5.127585574502909, -2.0609712102447038, -0.3770728556374643, 2.9797769103872795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.511642732518176, -5.127585574502909, -2.0609712102447038, -0.3770728556374643, 2.9797769103872795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.511642732518176, -5.127585574502909, -2.0609712102447038, -0.3770728556374643, 2.9797769103872795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, -0.009299901636417474, 0.05198350283990649, -0.0018229399249611866, 0.0054325778160355664, 0.0006824297206451391
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.520942634154594, -5.075602071663003, -2.062794150169665, -0.3716402778214287, 2.9804593401079247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.526985585302384, -5.041527402142824, -2.063988747994037, -0.3680795632477458, 2.980901174016861, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006042951147790632, 0.03407466952017835, -0.0011945978243721456, 0.0035607145736828993, 0.0004418339089364842
-28.526985585302384, -5.041527402142824, -2.063988747994037, -0.3680795632477458, 2.980901174016861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, -0.014572379594810059, 0.08316335066169955, -0.002914505491816932, 0.008689403838429977, 0.0010601080013175057
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.541557964897194, -4.958364051481125, -2.066903253485854, -0.35939015940931585, 2.9819612820181787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.54890468044023, -4.735473449818496, -2.0697167386951913, 0.12481897802334019, 2.741727537907666, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007346715543036453, 0.22289060166262864, -0.0028134852093373297, 0.48420913743265603, -0.24023374411051268
-28.54890468044023, -4.735473449818496, -2.0697167386951913, 0.12481897802334019, 2.741727537907666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.54890468044023, -4.735473449818496, -2.0697167386951913, 0.12481897802334019, 2.741727537907666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012754966344758145, 0.07754843238723552, -0.0027157281893335217, 0.007445317328928391, -0.00034908436080316463
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56165964678499, -4.6579250174312605, -2.072432466884525, 0.13226429535226858, 2.741378453546863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.544229218654575, -4.461434339190912, -2.075060200887807, 0.616074856758083, 2.529629977598447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017430428130413844, 0.19649067824034816, -0.0026277340032820895, 0.48381056140581447, -0.21174847594841584
-28.544229218654575, -4.461434339190912, -2.075060200887807, 0.616074856758083, 2.529629977598447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.544229218654575, -4.461434339190912, -2.075060200887807, 0.616074856758083, 2.529629977598447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.544229218654575, -4.461434339190912, -2.075060200887807, 0.616074856758083, 2.529629977598447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.544229218654575, -4.461434339190912, -2.075060200887807, 0.616074856758083, 2.529629977598447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, -0.006824179303652755, 0.043882085176969454, -0.0015371524415113136, 0.0038876975226153077, -0.0009499891491442369
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.551053397958228, -4.417552254013943, -2.0765973533293183, 0.6199625542806984, 2.5286799884493028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56626614708446, -4.3180848143525274, -2.0800802667399263, 0.628765949635756, 2.526505379624761, 0.0, 0.0, 0.0, 0.0, 0.0, -0.015212749126231273, 0.09946743966141547, -0.003482913410608024, 0.008803395355057697, -0.0021746088245415685
-28.56626614708446, -4.3180848143525274, -2.0800802667399263, 0.628765949635756, 2.526505379624761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56626614708446, -4.3180848143525274, -2.0800802667399263, 0.628765949635756, 2.526505379624761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56626614708446, -4.3180848143525274, -2.0800802667399263, 0.628765949635756, 2.526505379624761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56626614708446, -4.3180848143525274, -2.0800802667399263, 0.628765949635756, 2.526505379624761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-28.56626614708446, -4.3180848143525274, -2.0800802667399263, 0.628765949635756, 2.526505379624761, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
